id,name,value_id,value_name,value_struct,values,value_type,site_id,title,seller_id,category_id,official_store_id,price,base_price,original_price,currency_id,initial_quantity,catalog_product_id
MLA1458715613,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi Doble Banda  Monitoreo  Vigilancia  Baby Call  Visión Nocturna  Domo 360  Alexagoogle Home Color Blanco  Mjsxj16cm,257077964,MLA417835,52187,169999.0,169999.0,,ARS,100,MLA35961103
MLA1458715613,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi Doble Banda  Monitoreo  Vigilancia  Baby Call  Visión Nocturna  Domo 360  Alexagoogle Home Color Blanco  Mjsxj16cm,257077964,MLA417835,52187,169999.0,169999.0,,ARS,100,MLA35961103
MLA1995737754,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Bombilla Mi Smart Led Xiaomi Luz Blanco,251638518,MLA455738,,19338.0,19338.0,,ARS,6,MLA44126596
MLA1995737754,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Bombilla Mi Smart Led Xiaomi Luz Blanco,251638518,MLA455738,,19338.0,19338.0,,ARS,6,MLA44126596
MLA1995737754,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Bombilla Mi Smart Led Xiaomi Luz Blanco,251638518,MLA455738,,19338.0,19338.0,,ARS,6,MLA44126596
MLA1981123082,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos Color Blanco,196202609,MLA388863,,22658.0,22658.0,,ARS,3,MLA26502284
MLA1981123082,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos Color Blanco,196202609,MLA388863,,22658.0,22658.0,,ARS,3,MLA26502284
MLA1981123082,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos Color Blanco,196202609,MLA388863,,22658.0,22658.0,,ARS,3,MLA26502284
MLA1476137369,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Sensor Xiaomi Mi Door And Window Sensor 2,149614604,MLA4625,,26899.0,26899.0,,ARS,3,MLA28763228
MLA1476137369,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Sensor Xiaomi Mi Door And Window Sensor 2,149614604,MLA4625,,26899.0,26899.0,,ARS,3,MLA28763228
MLA1476137369,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Sensor Xiaomi Mi Door And Window Sensor 2,149614604,MLA4625,,26899.0,26899.0,,ARS,3,MLA28763228
MLA1469445825,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Plafon Led Xiaomi Mi Smart Ceiling Light - Cover Co,235131446,MLA1588,,149312.0,149312.0,,ARS,1,MLA22186787
MLA1469445825,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Plafon Led Xiaomi Mi Smart Ceiling Light - Cover Co,235131446,MLA1588,,149312.0,149312.0,,ARS,1,MLA22186787
MLA1469445825,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Plafon Led Xiaomi Mi Smart Ceiling Light - Cover Co,235131446,MLA1588,,149312.0,149312.0,,ARS,1,MLA22186787
MLA2030480672,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Luz Xiaomi Mi Smart Led Bulb Essential Color Blanco,1080912657,MLA455738,,34999.0,34999.0,,ARS,2,MLA21293516
MLA2030480672,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Luz Xiaomi Mi Smart Led Bulb Essential Color Blanco,1080912657,MLA455738,,34999.0,34999.0,,ARS,2,MLA21293516
MLA2030480672,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Luz Xiaomi Mi Smart Led Bulb Essential Color Blanco,1080912657,MLA455738,,34999.0,34999.0,,ARS,2,MLA21293516
MLA1377943948,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Bombilla Mi Smart Led Xiaomi,164041557,MLA377395,71168,30399.0,30399.0,34959,ARS,27,MLA21686266
MLA1377943948,Cantidad máxima de compra,,1,,"[{'id': None, 'name': '1', 'struct': None}]",number,MLA,Bombilla Mi Smart Led Xiaomi,164041557,MLA377395,71168,30399.0,30399.0,34959,ARS,27,MLA21686266
